"id_candidato";"theta_gerado";"theta_estimado";"se_theta";"acertos";"percentual";"nota_enamed";"classificacao"
6454;0,6207;0,6061;0,2222;72;72;56,1;"REPROVADO"
6455;0,6546;0,557;0,2206;71;71;55,6;"REPROVADO"
6456;-0,5863;-0,4959;0,2048;47;47;45;"REPROVADO"
6457;-0,8016;-0,7066;0,206;42;42;42,9;"REPROVADO"
6458;0,3778;0,2761;0,2128;65;65;52,8;"REPROVADO"
6459;-0,8088;-0,7066;0,206;42;42;42,9;"REPROVADO"
6460;-0,0345;-0,2862;0,205;52;52;47,1;"REPROVADO"
6461;0,2475;0,231;0,2117;64;64;52,3;"REPROVADO"
6462;0,3444;0,4611;0,2176;69;69;54,6;"REPROVADO"
6463;0,2344;0,414;0,2163;68;68;54,1;"REPROVADO"
6464;0,055;-0,0318;0,2072;58;58;49,7;"REPROVADO"
6465;0,3603;0,3215;0,2138;66;66;53,2;"REPROVADO"
6466;0,8055;1,2737;0,2533;84;84;62,7;"LIMITE"
6467;0,0796;-0,1172;0,2062;56;56;48,8;"REPROVADO"
6468;0,3066;0,2761;0,2128;65;65;52,8;"REPROVADO"
6469;0,1567;-0,0318;0,2072;58;58;49,7;"REPROVADO"
6470;0,9063;1,406;0,2614;86;86;64,1;"LIMITE"
6471;0,9822;0,6061;0,2222;72;72;56,1;"REPROVADO"
6472;-0,4875;-0,2862;0,205;52;52;47,1;"REPROVADO"
6473;1,382;1,3388;0,2572;85;85;63,4;"LIMITE"
6474;0,708;0,8103;0,23;76;76;58,1;"REPROVADO"
6475;-0,143;-0,4121;0,2047;49;49;45,9;"REPROVADO"
6476;-0,7627;-0,622;0,2053;44;44;43,8;"REPROVADO"
6477;0,1855;0,0113;0,2078;59;59;50,1;"REPROVADO"
6478;1,3742;1,2105;0,2496;83;83;62,1;"LIMITE"
6479;0,209;0,0982;0,2092;61;61;51;"REPROVADO"
6480;-0,4232;-0,1597;0,2058;55;55;48,4;"REPROVADO"
6481;0,2909;0,0113;0,2078;59;59;50,1;"REPROVADO"
6482;-0,3973;-0,0318;0,2072;58;58;49,7;"REPROVADO"
6483;-0,3199;-0,2862;0,205;52;52;47,1;"REPROVADO"
6484;-0,2044;-0,3702;0,2047;50;50;46,3;"REPROVADO"
6485;0,9299;1,0308;0,2401;80;80;60,3;"LIMITE"
6486;-0,5768;-0,7066;0,206;42;42;42,9;"REPROVADO"
6487;-0,4925;-0,5379;0,2049;46;46;44,6;"REPROVADO"
6488;1,4357;1,7003;0,282;90;90;67;"LIMITE"
6489;0,1639;-0,1597;0,2058;55;55;48,4;"REPROVADO"
6490;0,156;0,1421;0,21;62;62;51,4;"REPROVADO"
6491;-0,4192;-0,3702;0,2047;50;50;46,3;"REPROVADO"
6492;-0,337;-0,0318;0,2072;58;58;49,7;"REPROVADO"
6493;-0,7177;-0,3702;0,2047;50;50;46,3;"REPROVADO"
6494;0,5958;0,5087;0,219;70;70;55,1;"REPROVADO"
6495;0,7949;0,6558;0,224;73;73;56,6;"REPROVADO"
6496;0,1126;-0,0746;0,2067;57;57;49,3;"REPROVADO"
6497;0,8029;0,5087;0,219;70;70;55,1;"REPROVADO"
6498;0,2439;0,0546;0,2085;60;60;50,5;"REPROVADO"
6499;-0,1844;-0,4121;0,2047;49;49;45,9;"REPROVADO"
6500;-0,8728;-0,4121;0,2047;49;49;45,9;"REPROVADO"
6501;0,8696;0,5087;0,219;70;70;55,1;"REPROVADO"
6502;-0,6932;-0,7491;0,2064;41;41;42,5;"REPROVADO"
6503;0,466;0,4611;0,2176;69;69;54,6;"REPROVADO"
6504;-0,0884;0,0982;0,2092;61;61;51;"REPROVADO"
6505;-0,1923;-0,3702;0,2047;50;50;46,3;"REPROVADO"
6506;-0,6066;-0,0318;0,2072;58;58;49,7;"REPROVADO"
6507;-0,7227;-0,622;0,2053;44;44;43,8;"REPROVADO"
6508;-0,2175;-0,0746;0,2067;57;57;49,3;"REPROVADO"
6509;-0,3253;-0,4959;0,2048;47;47;45;"REPROVADO"
6510;0,3529;0,1864;0,2108;63;63;51,9;"REPROVADO"
6511;0,5808;0,6558;0,224;73;73;56,6;"REPROVADO"
6512;-0,0542;0,0113;0,2078;59;59;50,1;"REPROVADO"
6513;1,4732;1,0308;0,2401;80;80;60,3;"LIMITE"
6514;-0,4481;-0,4121;0,2047;49;49;45,9;"REPROVADO"
6515;-0,6174;-0,3702;0,2047;50;50;46,3;"REPROVADO"
6516;0,1414;-0,2442;0,2052;53;53;47,6;"REPROVADO"
6517;0,7006;0,231;0,2117;64;64;52,3;"REPROVADO"
6518;-0,6006;-0,5379;0,2049;46;46;44,6;"REPROVADO"
6519;0,4165;0,0546;0,2085;60;60;50,5;"REPROVADO"
6520;0,2832;0,6061;0,2222;72;72;56,1;"REPROVADO"
6521;-0,5094;-0,3282;0,2049;51;51;46,7;"REPROVADO"
6522;0,6708;0,557;0,2206;71;71;55,6;"REPROVADO"
6523;-0,4386;-0,5379;0,2049;46;46;44,6;"REPROVADO"
6524;-0,1028;-0,0318;0,2072;58;58;49,7;"REPROVADO"
6525;0,2216;0,231;0,2117;64;64;52,3;"REPROVADO"
6526;1,3505;1,2737;0,2533;84;84;62,7;"LIMITE"
6527;-0,9893;-0,9214;0,2088;37;37;40,8;"REPROVADO"
6528;-0,7924;-0,7066;0,206;42;42;42,9;"REPROVADO"
6529;-1,0901;-0,7491;0,2064;41;41;42,5;"REPROVADO"
6530;-0,6833;-1,0093;0,2104;35;35;39,9;"REPROVADO"
6531;-0,0811;-0,0746;0,2067;57;57;49,3;"REPROVADO"
6532;-0,6024;-0,5379;0,2049;46;46;44,6;"REPROVADO"
6533;-0,5286;-0,9652;0,2096;36;36;40,3;"REPROVADO"
6534;0,9862;0,6558;0,224;73;73;56,6;"REPROVADO"
6535;-0,2142;-0,2862;0,205;52;52;47,1;"REPROVADO"
6536;0,109;0,3215;0,2138;66;66;53,2;"REPROVADO"
6537;0,2694;0,0982;0,2092;61;61;51;"REPROVADO"
6538;-1,1203;-1,0986;0,2123;33;33;39;"REPROVADO"
6539;-1,9712;-1,7381;0,2344;20;20;32,6;"REPROVADO"
6540;0,5181;0,4611;0,2176;69;69;54,6;"REPROVADO"
6541;-1,1923;-0,7919;0,2069;40;40;42,1;"REPROVADO"
6542;0,4164;0,3215;0,2138;66;66;53,2;"REPROVADO"
6543;0,1536;-0,0318;0,2072;58;58;49,7;"REPROVADO"
6544;0,0404;-0,2862;0,205;52;52;47,1;"REPROVADO"
6545;-0,0957;-0,454;0,2047;48;48;45,5;"REPROVADO"
6546;0,9727;0,8103;0,23;76;76;58,1;"REPROVADO"
6547;-0,1886;-0,3282;0,2049;51;51;46,7;"REPROVADO"
6548;0,2886;0,2761;0,2128;65;65;52,8;"REPROVADO"
6549;-0,0649;-0,1597;0,2058;55;55;48,4;"REPROVADO"
6550;0,4101;0,0982;0,2092;61;61;51;"REPROVADO"
6551;-0,2456;-0,3282;0,2049;51;51;46,7;"REPROVADO"
6552;-0,4718;-0,622;0,2053;44;44;43,8;"REPROVADO"
6553;1,1038;0,6061;0,2222;72;72;56,1;"REPROVADO"
6554;0,4659;0,8103;0,23;76;76;58,1;"REPROVADO"
6555;-0,9434;-1,0537;0,2113;34;34;39,5;"REPROVADO"
6556;-0,7294;-0,8348;0,2075;39;39;41,7;"REPROVADO"
6557;0,0485;0,3215;0,2138;66;66;53,2;"REPROVADO"
6558;-0,5645;-0,5379;0,2049;46;46;44,6;"REPROVADO"
6559;-0,1958;-0,0318;0,2072;58;58;49,7;"REPROVADO"
6560;0,8256;0,4611;0,2176;69;69;54,6;"REPROVADO"
6561;-0,3031;-0,4121;0,2047;49;49;45,9;"REPROVADO"
6562;-0,1814;-0,1172;0,2062;56;56;48,8;"REPROVADO"
6563;0,1286;0,0982;0,2092;61;61;51;"REPROVADO"
6564;-0,9787;-1,0537;0,2113;34;34;39,5;"REPROVADO"
6565;-0,4464;-0,1597;0,2058;55;55;48,4;"REPROVADO"
6566;0,2952;0,5087;0,219;70;70;55,1;"REPROVADO"
6567;-0,3181;-0,4959;0,2048;47;47;45;"REPROVADO"
6568;-0,3388;-0,1172;0,2062;56;56;48,8;"REPROVADO"
6569;-0,5362;-0,3702;0,2047;50;50;46,3;"REPROVADO"
6570;-0,7151;-0,5799;0,2051;45;45;44,2;"REPROVADO"
6571;0,109;0,1864;0,2108;63;63;51,9;"REPROVADO"
6572;0,1275;-0,2862;0,205;52;52;47,1;"REPROVADO"
6573;0,2603;-0,0318;0,2072;58;58;49,7;"REPROVADO"
6574;0,6163;0,4611;0,2176;69;69;54,6;"REPROVADO"
6575;-0,3135;-0,0746;0,2067;57;57;49,3;"REPROVADO"
6576;-1,3621;-1,0986;0,2123;33;33;39;"REPROVADO"
6577;0,3904;0,9182;0,2347;78;78;59,2;"REPROVADO"
6578;0,105;0,3675;0,215;67;67;53,7;"REPROVADO"
6579;-0,191;-0,3282;0,2049;51;51;46,7;"REPROVADO"
6580;0,7011;0,9739;0,2373;79;79;59,7;"REPROVADO"
6581;-0,9639;-0,8348;0,2075;39;39;41,7;"REPROVADO"
6582;0,17;0,2761;0,2128;65;65;52,8;"REPROVADO"
6583;0,3073;-0,0746;0,2067;57;57;49,3;"REPROVADO"
6584;0,974;0,6061;0,2222;72;72;56,1;"REPROVADO"
6585;1,7122;1,406;0,2614;86;86;64,1;"LIMITE"
6586;0,9295;1,0308;0,2401;80;80;60,3;"LIMITE"
6587;0,0234;-0,1172;0,2062;56;56;48,8;"REPROVADO"
6588;0,4049;0,3215;0,2138;66;66;53,2;"REPROVADO"
6589;1,2308;1,4756;0,266;87;87;64,8;"LIMITE"
6590;-0,3674;-0,202;0,2055;54;54;48;"REPROVADO"
6591;-0,195;-0,0318;0,2072;58;58;49,7;"REPROVADO"
6592;-0,8945;-0,878;0,2081;38;38;41,2;"REPROVADO"
6593;-0,8523;-0,878;0,2081;38;38;41,2;"REPROVADO"
6594;-0,557;-0,3282;0,2049;51;51;46,7;"REPROVADO"
6595;-0,9998;-0,6642;0,2056;43;43;43,4;"REPROVADO"
6596;0,1345;-0,1597;0,2058;55;55;48,4;"REPROVADO"
6597;1,0198;0,9182;0,2347;78;78;59,2;"REPROVADO"
6598;-0,8013;-1,0537;0,2113;34;34;39,5;"REPROVADO"
6599;-1,4933;-1,3783;0,2201;27;27;36,2;"REPROVADO"
6600;0,2657;0,414;0,2163;68;68;54,1;"REPROVADO"
6601;-0,6499;-0,7066;0,206;42;42;42,9;"REPROVADO"
6602;-0,9473;-0,8348;0,2075;39;39;41,7;"REPROVADO"
6603;-0,124;-0,0746;0,2067;57;57;49,3;"REPROVADO"
6604;0,6123;0,6558;0,224;73;73;56,6;"REPROVADO"
6605;-0,8381;-0,7491;0,2064;41;41;42,5;"REPROVADO"
6606;-0,2971;-0,4121;0,2047;49;49;45,9;"REPROVADO"
6607;0,1557;0,0113;0,2078;59;59;50,1;"REPROVADO"
6608;0,2068;0,3675;0,215;67;67;53,7;"REPROVADO"
6609;-0,5189;-0,2442;0,2052;53;53;47,6;"REPROVADO"
6610;-0,2309;-0,4959;0,2048;47;47;45;"REPROVADO"
6611;0,356;0,1421;0,21;62;62;51,4;"REPROVADO"
6612;0,5663;0,231;0,2117;64;64;52,3;"REPROVADO"
6613;-0,5034;-0,1172;0,2062;56;56;48,8;"REPROVADO"
6614;-0,6118;-0,622;0,2053;44;44;43,8;"REPROVADO"
6615;-0,2313;0,0546;0,2085;60;60;50,5;"REPROVADO"
6616;-0,5804;-0,9652;0,2096;36;36;40,3;"REPROVADO"
6617;1,4907;1,406;0,2614;86;86;64,1;"LIMITE"
6618;2,1332;1,9558;0,3025;93;93;69,6;"LIMITE"
6619;-0,0651;-0,1172;0,2062;56;56;48,8;"REPROVADO"
6620;-0,942;-0,8348;0,2075;39;39;41,7;"REPROVADO"
6621;0,6232;0,4611;0,2176;69;69;54,6;"REPROVADO"
6622;-0,3154;0,0546;0,2085;60;60;50,5;"REPROVADO"
6623;-0,6141;-0,878;0,2081;38;38;41,2;"REPROVADO"
6624;-0,7357;-0,4959;0,2048;47;47;45;"REPROVADO"
6625;0,5367;0,4611;0,2176;69;69;54,6;"REPROVADO"
6626;-0,9269;-1,0093;0,2104;35;35;39,9;"REPROVADO"
6627;-1,2227;-1,1439;0,2134;32;32;38,6;"REPROVADO"
6628;-0,3173;-0,2442;0,2052;53;53;47,6;"REPROVADO"
6629;0,0426;0,0546;0,2085;60;60;50,5;"REPROVADO"
6630;0,5375;0,8637;0,2323;77;77;58,6;"REPROVADO"
6631;1,0595;1,2105;0,2496;83;83;62,1;"LIMITE"
6632;0,1168;0,5087;0,219;70;70;55,1;"REPROVADO"
6633;-0,9614;-1,0093;0,2104;35;35;39,9;"REPROVADO"
6634;0,2648;0,2761;0,2128;65;65;52,8;"REPROVADO"
6635;0,7365;0,6558;0,224;73;73;56,6;"REPROVADO"
6636;-0,5481;-0,1172;0,2062;56;56;48,8;"REPROVADO"
6637;-0,6155;-0,7491;0,2064;41;41;42,5;"REPROVADO"
6638;-0,0129;-0,2442;0,2052;53;53;47,6;"REPROVADO"
6639;1,0737;0,7064;0,2259;74;74;57,1;"REPROVADO"
6640;0,2994;0,3215;0,2138;66;66;53,2;"REPROVADO"
6641;0,4873;0,6061;0,2222;72;72;56,1;"REPROVADO"
6642;-0,9544;-0,8348;0,2075;39;39;41,7;"REPROVADO"
6643;0,8184;0,6558;0,224;73;73;56,6;"REPROVADO"
6644;-0,6327;-0,7491;0,2064;41;41;42,5;"REPROVADO"
6645;-0,1225;-0,3282;0,2049;51;51;46,7;"REPROVADO"
6646;-0,458;-0,4959;0,2048;47;47;45;"REPROVADO"
6647;-0,2895;-0,3702;0,2047;50;50;46,3;"REPROVADO"
6648;-0,569;-0,8348;0,2075;39;39;41,7;"REPROVADO"
6649;0,6068;0,9182;0,2347;78;78;59,2;"REPROVADO"
6650;-0,2638;-0,0318;0,2072;58;58;49,7;"REPROVADO"
6651;-0,7329;-0,9652;0,2096;36;36;40,3;"REPROVADO"
6652;1,9818;1,8665;0,2951;92;92;68,7;"LIMITE"
6653;0,3219;0,3215;0,2138;66;66;53,2;"REPROVADO"
6654;0,2709;0,0982;0,2092;61;61;51;"REPROVADO"
6655;-1,0785;-1,1439;0,2134;32;32;38,6;"REPROVADO"
6656;0,4738;0,1421;0,21;62;62;51,4;"REPROVADO"
6657;0,5961;0,557;0,2206;71;71;55,6;"REPROVADO"
6658;0,0172;-0,202;0,2055;54;54;48;"REPROVADO"
6659;-1,2502;-1,236;0,2158;30;30;37,6;"REPROVADO"
6660;0,7815;0,9739;0,2373;79;79;59,7;"REPROVADO"
6661;1,443;1,4756;0,266;87;87;64,8;"LIMITE"
6662;-0,0477;0,0113;0,2078;59;59;50,1;"REPROVADO"
6663;-0,3057;-0,1172;0,2062;56;56;48,8;"REPROVADO"
6664;0,0236;-0,0318;0,2072;58;58;49,7;"REPROVADO"
6665;1,1998;0,8103;0,23;76;76;58,1;"REPROVADO"
6666;-0,6462;-0,4121;0,2047;49;49;45,9;"REPROVADO"
6667;0,5859;0,8637;0,2323;77;77;58,6;"REPROVADO"
6668;-1,2487;-0,9652;0,2096;36;36;40,3;"REPROVADO"
6669;-0,649;-0,2862;0,205;52;52;47,1;"REPROVADO"
6670;-1,2237;-1,4271;0,2217;26;26;35,7;"REPROVADO"
6671;0,1539;-0,0746;0,2067;57;57;49,3;"REPROVADO"
6672;-0,6722;-0,622;0,2053;44;44;43,8;"REPROVADO"
6673;-0,731;-0,4959;0,2048;47;47;45;"REPROVADO"
6674;-0,6267;-0,3702;0,2047;50;50;46,3;"REPROVADO"
6675;-0,3779;-0,622;0,2053;44;44;43,8;"REPROVADO"
6676;-0,1212;-0,2442;0,2052;53;53;47,6;"REPROVADO"
6677;1,1527;0,9182;0,2347;78;78;59,2;"REPROVADO"
6678;0,879;1,0892;0,243;81;81;60,9;"LIMITE"
6679;-0,2679;-0,7066;0,206;42;42;42,9;"REPROVADO"
6680;0,5004;0,1864;0,2108;63;63;51,9;"REPROVADO"
6681;0,0775;0,0546;0,2085;60;60;50,5;"REPROVADO"
6682;-0,2923;-0,3282;0,2049;51;51;46,7;"REPROVADO"
6683;0,3194;0,3215;0,2138;66;66;53,2;"REPROVADO"
6684;0,0856;-0,0746;0,2067;57;57;49,3;"REPROVADO"
6685;0,4871;0,0546;0,2085;60;60;50,5;"REPROVADO"
6686;-0,2248;-0,202;0,2055;54;54;48;"REPROVADO"
6687;-0,2949;-0,1597;0,2058;55;55;48,4;"REPROVADO"
6688;-0,3397;-0,0746;0,2067;57;57;49,3;"REPROVADO"
6689;0,4586;0,557;0,2206;71;71;55,6;"REPROVADO"
6690;0,3043;0,0982;0,2092;61;61;51;"REPROVADO"
6691;0,5498;0,7064;0,2259;74;74;57,1;"REPROVADO"
6692;-0,427;-0,454;0,2047;48;48;45,5;"REPROVADO"
6693;-0,3167;-0,2862;0,205;52;52;47,1;"REPROVADO"
6694;-0,8523;-1,0093;0,2104;35;35;39,9;"REPROVADO"
6695;-1,0268;-1,0093;0,2104;35;35;39,9;"REPROVADO"
6696;0,4248;0,231;0,2117;64;64;52,3;"REPROVADO"
6697;-1,003;-1,1897;0,2145;31;31;38,1;"REPROVADO"
6698;-0,2849;-0,202;0,2055;54;54;48;"REPROVADO"
6699;0,0233;-0,1597;0,2058;55;55;48,4;"REPROVADO"
6700;-0,789;-0,8348;0,2075;39;39;41,7;"REPROVADO"
6701;1,3942;1,2105;0,2496;83;83;62,1;"LIMITE"
6702;0,1082;0,1864;0,2108;63;63;51,9;"REPROVADO"
6703;0,1439;0,2761;0,2128;65;65;52,8;"REPROVADO"
6704;0,2685;0,4611;0,2176;69;69;54,6;"REPROVADO"
6705;-0,1347;-0,1597;0,2058;55;55;48,4;"REPROVADO"
6706;-1,101;-1,0093;0,2104;35;35;39,9;"REPROVADO"
6707;0,1403;-0,1172;0,2062;56;56;48,8;"REPROVADO"
6708;-1,0127;-1,0093;0,2104;35;35;39,9;"REPROVADO"
6709;0,3588;0,414;0,2163;68;68;54,1;"REPROVADO"
6710;-0,0749;0,1421;0,21;62;62;51,4;"REPROVADO"
6711;0,2295;0,2761;0,2128;65;65;52,8;"REPROVADO"
6712;-0,639;-0,4959;0,2048;47;47;45;"REPROVADO"
6713;0,0548;0,2761;0,2128;65;65;52,8;"REPROVADO"
6714;-0,2844;-0,2862;0,205;52;52;47,1;"REPROVADO"
6715;0,323;0,1421;0,21;62;62;51,4;"REPROVADO"
6716;-0,16;-0,202;0,2055;54;54;48;"REPROVADO"
6717;7e-04;0,231;0,2117;64;64;52,3;"REPROVADO"
6718;-0,3329;-0,0746;0,2067;57;57;49,3;"REPROVADO"
6719;-0,9108;-0,7919;0,2069;40;40;42,1;"REPROVADO"
6720;-0,0048;0,0982;0,2092;61;61;51;"REPROVADO"
6721;-0,0071;0,1864;0,2108;63;63;51,9;"REPROVADO"
6722;0,0052;-0,2862;0,205;52;52;47,1;"REPROVADO"
6723;-0,7995;-0,7491;0,2064;41;41;42,5;"REPROVADO"
6724;0,6827;0,4611;0,2176;69;69;54,6;"REPROVADO"
6725;0,4293;0,557;0,2206;71;71;55,6;"REPROVADO"
6726;-0,1678;-0,3702;0,2047;50;50;46,3;"REPROVADO"
6727;0,4253;0,557;0,2206;71;71;55,6;"REPROVADO"
6728;-1,0059;-0,7491;0,2064;41;41;42,5;"REPROVADO"
6729;-1,5984;-1,4271;0,2217;26;26;35,7;"REPROVADO"
6730;0,2131;0,0982;0,2092;61;61;51;"REPROVADO"
6731;1,1067;1,0308;0,2401;80;80;60,3;"LIMITE"
6732;-0,4124;0,0546;0,2085;60;60;50,5;"REPROVADO"
6733;0,0624;0,414;0,2163;68;68;54,1;"REPROVADO"
6734;0,4562;0,414;0,2163;68;68;54,1;"REPROVADO"
6735;0,6709;0,3675;0,215;67;67;53,7;"REPROVADO"
6736;-1,0177;-0,7919;0,2069;40;40;42,1;"REPROVADO"
6737;0,0015;-0,202;0,2055;54;54;48;"REPROVADO"
6738;-0,7156;-0,6642;0,2056;43;43;43,4;"REPROVADO"
6739;-0,1727;-0,3282;0,2049;51;51;46,7;"REPROVADO"
6740;-0,5007;-0,7919;0,2069;40;40;42,1;"REPROVADO"
6741;-0,127;0,0113;0,2078;59;59;50,1;"REPROVADO"
6742;-0,2126;-0,2442;0,2052;53;53;47,6;"REPROVADO"
6743;-0,8548;-0,6642;0,2056;43;43;43,4;"REPROVADO"
6744;-0,2636;-0,0318;0,2072;58;58;49,7;"REPROVADO"
6745;0,6112;0,557;0,2206;71;71;55,6;"REPROVADO"
6746;-0,1636;-0,2442;0,2052;53;53;47,6;"REPROVADO"
6747;-0,8075;-0,454;0,2047;48;48;45,5;"REPROVADO"
6748;0,0189;0,0546;0,2085;60;60;50,5;"REPROVADO"
6749;-1,0395;-0,8348;0,2075;39;39;41,7;"REPROVADO"
6750;-0,5802;-0,6642;0,2056;43;43;43,4;"REPROVADO"
6751;-0,1649;0,1421;0,21;62;62;51,4;"REPROVADO"
6752;-0,6375;-0,5799;0,2051;45;45;44,2;"REPROVADO"
6753;-0,2135;-0,3282;0,2049;51;51;46,7;"REPROVADO"
6754;0,8166;0,4611;0,2176;69;69;54,6;"REPROVADO"
6755;-1,3055;-0,9652;0,2096;36;36;40,3;"REPROVADO"
6756;-1,3266;-1,1439;0,2134;32;32;38,6;"REPROVADO"
6757;0,0097;-0,202;0,2055;54;54;48;"REPROVADO"
6758;-0,2692;-0,2442;0,2052;53;53;47,6;"REPROVADO"
6759;-0,1184;-0,0746;0,2067;57;57;49,3;"REPROVADO"
6760;0,3323;0,1864;0,2108;63;63;51,9;"REPROVADO"
6761;0,7299;-0,0318;0,2072;58;58;49,7;"REPROVADO"
6762;-0,2294;0,414;0,2163;68;68;54,1;"REPROVADO"
6763;0,6716;0,1864;0,2108;63;63;51,9;"REPROVADO"
6764;1,1634;1,2105;0,2496;83;83;62,1;"LIMITE"
6765;-0,7564;-0,9652;0,2096;36;36;40,3;"REPROVADO"
6766;0,7685;0,7579;0,2279;75;75;57,6;"REPROVADO"
6767;1,2;0,9182;0,2347;78;78;59,2;"REPROVADO"
6768;0,5731;0,3675;0,215;67;67;53,7;"REPROVADO"
6769;0,6227;0,414;0,2163;68;68;54,1;"REPROVADO"
6770;-0,706;-0,7491;0,2064;41;41;42,5;"REPROVADO"
6771;0,1268;0,0982;0,2092;61;61;51;"REPROVADO"
6772;0,2609;0,7579;0,2279;75;75;57,6;"REPROVADO"
6773;-0,1518;-0,454;0,2047;48;48;45,5;"REPROVADO"
6774;-0,5644;-0,3702;0,2047;50;50;46,3;"REPROVADO"
6775;0,1475;0,1421;0,21;62;62;51,4;"REPROVADO"
6776;-0,6117;-0,4121;0,2047;49;49;45,9;"REPROVADO"
6777;0,8952;0,8103;0,23;76;76;58,1;"REPROVADO"
6778;1,1283;1,0892;0,243;81;81;60,9;"LIMITE"
6779;0,1251;0,1864;0,2108;63;63;51,9;"REPROVADO"
6780;-1,076;-1,0537;0,2113;34;34;39,5;"REPROVADO"
6781;0,6719;0,6558;0,224;73;73;56,6;"REPROVADO"
6782;-0,6118;-0,8348;0,2075;39;39;41,7;"REPROVADO"
6783;0,7131;0,6061;0,2222;72;72;56,1;"REPROVADO"
6784;1,1986;1,2105;0,2496;83;83;62,1;"LIMITE"
6785;0,2314;0,2761;0,2128;65;65;52,8;"REPROVADO"
6786;0,4123;0,1421;0,21;62;62;51,4;"REPROVADO"
6787;-0,0373;-0,1597;0,2058;55;55;48,4;"REPROVADO"
6788;-0,3449;-0,1172;0,2062;56;56;48,8;"REPROVADO"
6789;-0,6167;-0,622;0,2053;44;44;43,8;"REPROVADO"
6790;-0,0818;0,0982;0,2092;61;61;51;"REPROVADO"
6791;0,9688;0,7579;0,2279;75;75;57,6;"REPROVADO"
6792;0,4889;0,3215;0,2138;66;66;53,2;"REPROVADO"
6793;-0,143;0,0982;0,2092;61;61;51;"REPROVADO"
6794;-0,7201;-0,7066;0,206;42;42;42,9;"REPROVADO"
6795;-0,2287;-0,5379;0,2049;46;46;44,6;"REPROVADO"
6796;-0,6096;-0,1172;0,2062;56;56;48,8;"REPROVADO"
6797;0,4839;0,4611;0,2176;69;69;54,6;"REPROVADO"
6798;-0,9339;-1,0093;0,2104;35;35;39,9;"REPROVADO"
6799;0,1175;0,3215;0,2138;66;66;53,2;"REPROVADO"
6800;0,7984;0,8103;0,23;76;76;58,1;"REPROVADO"
6801;0,3958;0,231;0,2117;64;64;52,3;"REPROVADO"
6802;-0,1846;-0,202;0,2055;54;54;48;"REPROVADO"
6803;0,7209;0,8103;0,23;76;76;58,1;"REPROVADO"
6804;1,4865;1,2105;0,2496;83;83;62,1;"LIMITE"
6805;-0,0058;0,1421;0,21;62;62;51,4;"REPROVADO"
6806;-0,596;-0,454;0,2047;48;48;45,5;"REPROVADO"
6807;-0,2481;-0,622;0,2053;44;44;43,8;"REPROVADO"
6808;0,7982;0,7579;0,2279;75;75;57,6;"REPROVADO"
6809;1,1478;1,149;0,2462;82;82;61,5;"LIMITE"
6810;-0,178;-0,0746;0,2067;57;57;49,3;"REPROVADO"
6811;-0,2707;-0,0746;0,2067;57;57;49,3;"REPROVADO"
6812;-0,2514;0,0546;0,2085;60;60;50,5;"REPROVADO"
6813;-0,9456;-0,7491;0,2064;41;41;42,5;"REPROVADO"
6814;0,1831;0,231;0,2117;64;64;52,3;"REPROVADO"
6815;0,5533;0,1864;0,2108;63;63;51,9;"REPROVADO"
6816;-0,055;-0,4121;0,2047;49;49;45,9;"REPROVADO"
6817;0,79;0,8103;0,23;76;76;58,1;"REPROVADO"
6818;0,2984;0,2761;0,2128;65;65;52,8;"REPROVADO"
6819;0,2428;0,0546;0,2085;60;60;50,5;"REPROVADO"
6820;0,4559;0,3215;0,2138;66;66;53,2;"REPROVADO"
6821;0,2609;0,0113;0,2078;59;59;50,1;"REPROVADO"
6822;-0,5021;-0,7066;0,206;42;42;42,9;"REPROVADO"
6823;1,074;1,4756;0,266;87;87;64,8;"LIMITE"
6824;-0,5221;-0,3702;0,2047;50;50;46,3;"REPROVADO"
6825;-0,9645;-0,4959;0,2048;47;47;45;"REPROVADO"
6826;-0,3704;-0,0318;0,2072;58;58;49,7;"REPROVADO"
6827;0,1386;0,231;0,2117;64;64;52,3;"REPROVADO"
6828;-0,7271;-0,5799;0,2051;45;45;44,2;"REPROVADO"
6829;0,7387;0,3215;0,2138;66;66;53,2;"REPROVADO"
6830;0,1512;-0,3282;0,2049;51;51;46,7;"REPROVADO"
6831;-0,735;-0,7066;0,206;42;42;42,9;"REPROVADO"
6832;1,3508;0,9739;0,2373;79;79;59,7;"REPROVADO"
6833;0,0125;-0,0746;0,2067;57;57;49,3;"REPROVADO"
6834;-0,8174;-0,4959;0,2048;47;47;45;"REPROVADO"
6835;0,1062;0,4611;0,2176;69;69;54,6;"REPROVADO"
6836;1,3141;1,2105;0,2496;83;83;62,1;"LIMITE"
6837;-0,5804;-0,5799;0,2051;45;45;44,2;"REPROVADO"
6838;-1,0303;-1,2828;0,2171;29;29;37,2;"REPROVADO"
6839;-0,3705;-0,4959;0,2048;47;47;45;"REPROVADO"
6840;0,2992;0,5087;0,219;70;70;55,1;"REPROVADO"
6841;-0,2087;-0,202;0,2055;54;54;48;"REPROVADO"
6842;0,2704;0,0982;0,2092;61;61;51;"REPROVADO"
6843;-0,4881;-0,9652;0,2096;36;36;40,3;"REPROVADO"
6844;0,3007;0,557;0,2206;71;71;55,6;"REPROVADO"
6845;0,3184;0,3675;0,215;67;67;53,7;"REPROVADO"
6846;-0,0865;0,0982;0,2092;61;61;51;"REPROVADO"
6847;0,1824;0,0113;0,2078;59;59;50,1;"REPROVADO"
